c939d17|2025-09-24 18:46:35 -0300|Diego Andres Eiman|test: complete system functionality verification
30aaef1|2025-09-24 18:39:51 -0300|Diego Andres Eiman|fix: correct database schema synchronization and migration script
700fc0c|2025-09-24 18:30:20 -0300|Diego Andres Eiman|feat: create unified database migration script
a62e015|2025-09-24 18:25:53 -0300|Diego Andres Eiman|remove: delete non-functional check-errors.sh script
379bb0f|2025-09-24 18:23:53 -0300|Diego Andres Eiman|feat: optimize all API endpoints with centralized Prisma client management
7b4be38|2025-09-24 18:14:22 -0300|Diego Andres Eiman|fix: resolve prisma undefined errors in users and categories endpoints
7bd8e5b|2025-09-24 14:27:58 -0300|Diego Andres Eiman|fix: create dedicated Prisma client for NextAuth to resolve undefined prisma error
4457430|2025-09-24 14:22:32 -0300|Diego Andres Eiman|fix: ensure database URL is configured before creating Prisma client
47dd114|2025-09-24 14:19:12 -0300|Diego Andres Eiman|fix: add prisma logging for debugging
1597a9e|2025-09-24 14:15:25 -0300|Diego Andres Eiman|add: test prisma endpoint for debugging
05366a4|2025-09-24 14:12:49 -0300|Diego Andres Eiman|fix: prisma database URL configuration
f559f79|2025-09-24 14:11:02 -0300|Diego Andres Eiman|fix: debugging authentication issue
117533a|2025-09-23 23:51:45 -0300|Diego Andres Eiman|feat: agregar endpoint test-simple para probar funcionalidad básica
8ecb098|2025-09-23 23:46:00 -0300|Diego Andres Eiman|feat: agregar endpoint simple-seed para probar conexión
cd00beb|2025-09-23 23:44:41 -0300|Diego Andres Eiman|fix: corregir endpoint populate con instancia directa de Prisma
8e39e25|2025-09-23 23:43:16 -0300|Diego Andres Eiman|clean: limpiar scripts innecesarios y agregar endpoint de test
de238f3|2025-09-23 23:41:07 -0300|Diego Andres Eiman|fix: corregir función getDatabaseUrl para evitar undefined
5036cab|2025-09-23 23:40:00 -0300|Diego Andres Eiman|feat: agregar endpoint simple para seed básico
3a8830f|2025-09-23 23:38:57 -0300|Diego Andres Eiman|fix: corregir endpoint de poblamiento y agregar script simple
9f17447|2025-09-23 23:35:01 -0300|Diego Andres Eiman|feat: agregar scripts reutilizables para manejo de base de datos
eaac7af|2025-09-23 23:26:35 -0300|Diego Andres Eiman|🔧 Agregar endpoint temporal para poblar datos de producción
0efcecd|2025-09-23 23:22:56 -0300|Diego Andres Eiman|🔧 CORRECCIÓN CRÍTICA: Corregir autenticación para usar instancia centralizada de Prisma
c5726f0|2025-09-23 23:20:19 -0300|Diego Andres Eiman|🔧 Corregir APIs para usar instancia centralizada de Prisma con configuración correcta de base de datos
3eb6c6b|2025-09-23 23:11:59 -0300|Diego Andres Eiman|🗑️ Eliminar script con credenciales expuestas
40674bb|2025-09-23 23:11:44 -0300|Diego Andres Eiman|🔧 Agregar prisma.() a todas las APIs para corregir errores de conexión
f782ff9|2025-09-23 23:07:26 -0300|Diego Andres Eiman|🗑️ Eliminar script con credenciales expuestas
8800843|2025-09-23 23:07:08 -0300|Diego Andres Eiman|🔧 Corregir errores de APIs y poblar datos de producción
eac5761|2025-09-23 16:40:42 -0300|Diego Andres Eiman|🚨 URGENTE: Eliminar credenciales expuestas de scripts - seguridad
f977aef|2025-09-23 16:32:03 -0300|Diego Andres Eiman|🔧 Corregir error .filter() en dashboard - agregar validaciones de array
62670f6|2025-09-23 15:37:35 -0300|Diego Andres Eiman|🔧 Corregir configuración de base de datos para usar variables correctas por entorno
6fc8bfd|2025-09-23 14:47:44 -0300|Diego Andres Eiman|fix: corregir error 500 en API de clientes
42d2158|2025-09-23 14:40:49 -0300|Diego Andres Eiman|feat: cambiar banner naranja por card movible
3217185|2025-09-23 14:36:41 -0300|Diego Andres Eiman|feat: configurar bases de datos separadas por entorno
08c34f0|2025-09-23 14:24:42 -0300|Diego Andres Eiman|docs: agregar configuración para entornos separados
b4c0b2b|2025-09-23 14:01:42 -0300|Diego Andres Eiman|fix: corregir detección de entorno con URLs reales
e44c7a4|2025-09-23 14:00:21 -0300|Diego Andres Eiman|fix: simplificar detección de entorno para corregir banner en producción
7f6a44d|2025-09-23 13:46:29 -0300|Diego Andres Eiman|fix: corregir detección de entorno y crear scripts de deploy
095b0e7|2025-09-23 13:32:24 -0300|Diego Andres Eiman|fix: mover credenciales al banner naranja y mejorar centrado
d7a2561|2025-09-23 13:20:17 -0300|Diego Andres Eiman|fix: mejorar estética de login y credenciales condicionales
063ca49|2025-09-23 13:14:10 -0300|Diego Andres Eiman|trigger: forzar deploy automático
a32aadf|2025-09-23 13:03:59 -0300|Diego Andres Eiman|fix: mejorar estética de pantalla de login
ddc6154|2025-09-23 12:46:44 -0300|Diego Andres Eiman|fix: limpiar package.json y agregar tipos TypeScript
a3e0268|2025-09-23 12:41:23 -0300|Diego Andres Eiman|fix: duplicar dependencias para Vercel
ee15991|2025-09-23 12:40:23 -0300|Diego Andres Eiman|fix: mover tailwindcss a dependencias de producción
906dc6c|2025-09-23 12:37:43 -0300|Diego Andres Eiman|test: forzar deployment con Tailwind CSS v3
a31bbd6|2025-09-23 12:34:36 -0300|Diego Andres Eiman|fix: cambiar a Tailwind CSS v3 estable
b1e3707|2025-09-23 12:33:07 -0300|Diego Andres Eiman|force: forzar nuevo deployment sin cache
d9211fd|2025-09-23 12:27:50 -0300|Diego Andres Eiman|fix: corregir configuración de PostCSS para Tailwind CSS v4
b42e0d7|2025-09-23 12:23:59 -0300|Diego Andres Eiman|fix: mover tailwindcss a dependencias de producción
c8fec05|2025-09-23 12:22:06 -0300|Diego Andres Eiman|fix: agregar configuración de Tailwind CSS
b338379|2025-09-23 11:56:05 -0300|Diego Andres Eiman|test: activar deploy automático en proyecto v0-remitero
d83b6fd|2025-09-23 11:31:06 -0300|Diego Andres Eiman|feat: mejorar estética de pantalla de login
8a2a53b|2025-09-23 07:59:40 -0300|Diego Andres Eiman|feat: agregar banner visual para diferenciar entornos
0d8ea2d|2025-09-22 19:44:51 -0300|Diego Andres Eiman|feat: agregar script de configuración de base de datos de desarrollo
68805ff|2025-09-22 19:18:57 -0300|Diego Andres Eiman|feat: configurar entornos separados de desarrollo y producción
7fb60c3|2025-09-22 19:08:06 -0300|Diego Andres Eiman|fix: solución compatible para stock en local y Vercel
a1ac760|2025-09-22 15:23:27 -0300|Diego Andres Eiman|fix: corregir manejo de stock en campo dedicado
ca4c7e6|2025-09-22 15:16:18 -0300|Diego Andres Eiman|fix: corregir espaciado de iconos y error de Vercel
6dbb673|2025-09-22 15:05:54 -0300|Diego Andres Eiman|fix: corregir múltiples problemas de UI y funcionalidad
225a2cd|2025-09-22 14:51:51 -0300|Diego Andres Eiman|fix: corregir error de Suspense boundary en useSearchParams
0a6fc55|2025-09-22 14:45:53 -0300|Diego Andres Eiman|feat: mejorar dashboard y enlaces de creación
48174ea|2025-09-22 14:37:51 -0300|Diego Andres Eiman|feat: mejorar botones del dashboard con Ver y Nuevo lado a lado
c06b750|2025-09-22 14:28:59 -0300|Diego Andres Eiman|fix: eliminar duplicaciones y corregir dashboard
12a6a6c|2025-09-22 14:21:29 -0300|Diego Andres Eiman|fix: corregir error de sintaxis en categorias/page.tsx
bba1c05|2025-09-22 14:13:34 -0300|Diego Andres Eiman|fix: corregir múltiples problemas de UX y estandarizar ABM
9e86ba0|2025-09-22 14:00:32 -0300|Diego Andres Eiman|feat: mejorar UX y funcionalidad en todos los ABM
12aa39a|2025-09-22 13:48:37 -0300|Diego Andres Eiman|feat: mejorar listados de clientes y remitos con filtros y UX
9c6d825|2025-09-22 13:37:14 -0300|Diego Andres Eiman|feat: mejorar UX de formulario de remitos y jerarquía de títulos
5bd3bc0|2025-09-22 13:29:19 -0300|Diego Andres Eiman|fix: corregir cálculo del total en impresión de remitos
637baab|2025-09-22 13:25:21 -0300|Diego Andres Eiman|fix: filtrar productos sin stock en frontend para compatibilidad
78105aa|2025-09-22 13:23:32 -0300|Diego Andres Eiman|fix: filtrar productos sin stock en remitos y limpiar descripciones
3070bf5|2025-09-22 13:17:50 -0300|Diego Andres Eiman|fix: corregir visualización de stock y limpiar descripción
28d9681|2025-09-22 13:13:45 -0300|Diego Andres Eiman|fix: solución temporal para campo stock no disponible en producción
e565c80|2025-09-22 13:08:35 -0300|Diego Andres Eiman|debug: agregar endpoint de debug para identificar problema de stock
c86d422|2025-09-22 12:52:31 -0300|Diego Andres Eiman|fix: simplificar endpoint de productos y corregir cambio de stock
e247f6c|2025-09-22 12:40:57 -0300|Diego Andres Eiman|fix: corregir endpoint de test stock y mejorar UI de remitos
d765d68|2025-09-22 12:26:15 -0300|Diego Andres Eiman|debug: agregar endpoint de test para stock y revertir filtro
fef95e1|2025-09-22 11:59:08 -0300|Diego Andres Eiman|fix: corregir total NaN, stock y filtro de productos
135d9aa|2025-09-22 11:53:37 -0300|Diego Andres Eiman|fix: corregir validación de productDesc nullable
0f28633|2025-09-22 11:49:08 -0300|Diego Andres Eiman|debug: mejorar logging de errores de validación
01d0911|2025-09-22 11:43:52 -0300|Diego Andres Eiman|debug: agregar análisis detallado de datos en validación
b14e11c|2025-09-22 11:38:08 -0300|Diego Andres Eiman|debug: agregar endpoint de validación paso a paso
8c3edab|2025-09-22 11:21:33 -0300|Diego Andres Eiman|debug: agregar endpoint de debug y logging detallado para remitos
b326649|2025-09-22 11:13:21 -0300|Diego Andres Eiman|debug: agregar logging detallado para POST remitos y regenerar Prisma
d2f5932|2025-09-22 11:08:56 -0300|Diego Andres Eiman|fix: eliminar validación de prueba que causaba error 400
cd889ba|2025-09-20 14:38:45 -0300|Diego Andres Eiman|debug: agregar logging detallado para debugging de stock
c400ce8|2025-09-20 14:30:46 -0300|Diego Andres Eiman|fix: corregir endpoints de categorías y debugging de productos
a8e1871|2025-09-20 14:27:36 -0300|Diego Andres Eiman|fix: corregir validación de enum StockStatus
81d7523|2025-09-20 14:25:41 -0300|Diego Andres Eiman|debug: agregar información de debug para error 500
52de9ee|2025-09-20 14:23:01 -0300|Diego Andres Eiman|fix: corregir layout y debugging de stock
2e58220|2025-09-20 13:38:38 -0300|Diego Andres Eiman|fix: corregir layout y debugging de stock
144d0f3|2025-09-20 13:30:17 -0300|Diego Andres Eiman|fix: corregir problemas pendientes del listado de productos
bfa5079|2025-09-20 13:23:07 -0300|Diego Andres Eiman|fix: resolver todos los problemas del listado de productos
4ceed25|2025-09-20 13:14:50 -0300|Diego Andres Eiman|debug: investigar y corregir duplicación del nombre del producto
ee0525b|2025-09-20 12:51:45 -0300|Diego Andres Eiman|fix: corregir problemas visuales y funcionales del listado de productos
f77bd73|2025-09-20 12:46:01 -0300|Diego Andres Eiman|fix: corregir problemas del listado de productos
9dff589|2025-09-20 12:38:21 -0300|Diego Andres Eiman|feat: mejorar listado de productos con nuevas funcionalidades
a49fd92|2025-09-20 12:27:16 -0300|Diego Andres Eiman|optimize: mejorar experiencia de impresión
db45113|2025-09-20 11:42:54 -0300|Diego Andres Eiman|fix: eliminar impresión duplicada y limpiar logging
163a3b2|2025-09-20 11:40:40 -0300|Diego Andres Eiman|debug: agregar logging detallado para debuggear impresión
244433b|2025-09-20 03:08:22 -0300|Diego Andres Eiman|feat: implementar impresión en nueva ventana con HTML completo
f21e734|2025-09-20 03:03:01 -0300|Diego Andres Eiman|fix: corregir estilos CSS de impresión para vista previa
5495dac|2025-09-20 03:00:25 -0300|Diego Andres Eiman|debug: hacer contenido de impresión visible temporalmente
3a0192c|2025-09-20 02:57:15 -0300|Diego Andres Eiman|fix: ocultar contenido de impresión en pantalla, mostrar solo al imprimir
c2491a9|2025-09-20 02:54:09 -0300|Diego Andres Eiman|debug: agregar indicador visual y estilos inline para impresión
384bc7c|2025-09-20 02:51:39 -0300|Diego Andres Eiman|fix: simplificar impresión eliminando modal
2d2d960|2025-09-20 02:48:36 -0300|Diego Andres Eiman|fix: implementar impresión directa en página principal
2f0e282|2025-09-20 02:45:08 -0300|Diego Andres Eiman|fix: corregir impresión en blanco del modal
cce5abc|2025-09-20 02:42:15 -0300|Diego Andres Eiman|feat: implementar modal de impresión sin nueva pestaña
3f605af|2025-09-20 02:37:44 -0300|Diego Andres Eiman|fix: agregar endpoint GET para obtener remito individual
d70307d|2025-09-20 02:34:44 -0300|Diego Andres Eiman|feat: unificar columna de estado con desplegable
830c31e|2025-09-20 02:19:33 -0300|Diego Andres Eiman|fix: convertir strings a números en validación de remitos
5d09c0a|2025-09-20 02:16:48 -0300|Diego Andres Eiman|fix: simplificar endpoint de test y mejorar manejo de errores
5f37300|2025-09-20 02:09:33 -0300|Diego Andres Eiman|debug: mostrar detalles específicos de error de validación
d3f25e5|2025-09-20 02:07:04 -0300|Diego Andres Eiman|debug: mejorar logging para identificar error de validación
fe123c2|2025-09-20 02:04:16 -0300|Diego Andres Eiman|fix: crear endpoint PUT dinámico para actualizar remitos
7518f07|2025-09-20 02:02:07 -0300|Diego Andres Eiman|debug: simplificar endpoint de test y saltar validación temporal
7830393|2025-09-20 01:59:30 -0300|Diego Andres Eiman|feat: implementar actualización de remitos
bdb49ad|2025-09-20 01:51:53 -0300|Diego Andres Eiman|fix: corregir concatenación de números y error 500
603971d|2025-09-20 01:47:47 -0300|Diego Andres Eiman|fix: corregir duplicación del símbolo $ en formato de moneda
c530223|2025-09-20 01:44:29 -0300|Diego Andres Eiman|feat: agregar separación de miles a todos los valores monetarios
060eb7b|2025-09-20 01:41:39 -0300|Diego Andres Eiman|debug: crear endpoint de test para validación de remitos
39a8392|2025-09-20 01:39:24 -0300|Diego Andres Eiman|debug: agregar test de validación detallado y strict mode
d533a05|2025-09-20 01:36:41 -0300|Diego Andres Eiman|fix: corregir tipos RemitoItem y Remito para coincidir con esquema
d92bfb7|2025-09-20 01:34:21 -0300|Diego Andres Eiman|debug: agregar logs detallados para debuggear error de validación
e476845|2025-09-20 00:13:03 -0300|Diego Andres Eiman|fix: corregir todos los errores toFixed en la aplicación
e73ed71|2025-09-19 23:23:24 -0300|Diego Andres Eiman|fix: corregir problemas de impresión y navegación
180981e|2025-09-19 23:20:15 -0300|Diego Andres Eiman|fix: mejorar experiencia de impresión de remitos
2e28542|2025-09-19 23:16:15 -0300|Diego Andres Eiman|refactor: mejorar diseño de impresión de remitos
1e3f0f4|2025-09-19 23:11:08 -0300|Diego Andres Eiman|fix: corregir errores de impresión y toFixed
ce5698b|2025-09-19 21:51:45 -0300|Diego Andres Eiman|feat: implementar funcionalidad de impresión de remitos
d84cbb9|2025-09-19 21:48:13 -0300|Diego Andres Eiman|fix: convertir Decimal de Prisma a number para validación Zod
6644cfa|2025-09-19 21:47:38 -0300|Diego Andres Eiman|debug: agregar logs detallados en API de remitos para ver error de validación
b2c11bb|2025-09-19 21:45:58 -0300|Diego Andres Eiman|fix: llamar directamente a onSubmit en lugar de usar handleSubmit
1302245|2025-09-19 21:20:05 -0300|Diego Andres Eiman|debug: agregar logs detallados para debuggear submit de remitos
291ff1b|2025-09-19 21:11:24 -0300|Diego Andres Eiman|fix: mejorar estilos del desplegable y debuggear submit de remitos
019dcf6|2025-09-19 21:06:25 -0300|Diego Andres Eiman|feat: implementar estilo Vercel auténtico en FilterableSelect
98c6de7|2025-09-19 21:01:15 -0300|Diego Andres Eiman|fix: agregar import faltante de Search en FilterableSelect
e6843d5|2025-09-19 20:58:03 -0300|Diego Andres Eiman|fix: corregir múltiples problemas en ABM y mejorar UX
759bbaf|2025-09-19 20:47:58 -0300|Diego Andres Eiman|fix: resolver error de Suspense boundary en productos
af1477e|2025-09-19 20:43:31 -0300|Diego Andres Eiman|fix: corregir errores de sintaxis JSX en categorías y productos
a14f8d2|2025-09-19 20:37:04 -0300|Diego Andres Eiman|feat: completar unificación de formularios y mejoras UX
a2a50aa|2025-09-19 20:35:10 -0300|Diego Andres Eiman|feat: unificar estilos de formularios y agregar campo precio mejorado
c0c7b65|2025-09-19 20:31:14 -0300|Diego Andres Eiman|feat: mejorar formularios y filtros en ABM
4683d74|2025-09-19 16:16:24 -0300|Diego Andres Eiman|fix: corregir error 'Cannot read properties of undefined (reading length)'
0cac809|2025-09-19 16:12:22 -0300|Diego Andres Eiman|fix: corregir referencias a servicios no definidos en ABM
5ec4327|2025-09-19 16:07:52 -0300|Diego Andres Eiman|feat: unificar estética y agregar búsqueda/paginación en todos los ABM
e8f8d5b|2025-09-19 15:51:11 -0300|Diego Andres Eiman|feat: implementar lógica de formularios condicionales en todas las secciones
112cb75|2025-09-19 15:49:37 -0300|Diego Andres Eiman|fix: corregir error price.toFixed en remitos y agregar lógica showForm en categorías
8a458db|2025-09-19 15:34:54 -0300|Diego Andres Eiman|fix: corregir errores restantes en categorías y dashboard
d3693bc|2025-09-19 15:32:01 -0300|Diego Andres Eiman|fix: corregir error ClientService is not defined
3a98d4d|2025-09-19 15:26:08 -0300|Diego Andres Eiman|fix: corregir estado activo de Remitos en menú
9e7137b|2025-09-19 15:23:32 -0300|Diego Andres Eiman|fix: corregir error JSX en categorias - cambiar Layout por main
31acdaf|2025-09-19 14:48:43 -0300|Diego Andres Eiman|fix: corregir error de sintaxis JSX en clientes/page.tsx
228b30c|2025-09-19 14:46:56 -0300|Diego Andres Eiman|fix: corregir problemas de UI y errores de aplicación
b7ce317|2025-09-19 14:33:14 -0300|Diego Andres Eiman|fix: agregar verificaciones Array.isArray defensivas en todas las páginas
ce81524|2025-09-19 14:25:46 -0300|Diego Andres Eiman|fix: corregir errores de frontend y campo total faltante
afe0caa|2025-09-19 14:24:00 -0300|Diego Andres Eiman|fix: corregir error 500 en /api/remitos y bucles infinitos
992183d|2025-09-19 14:17:29 -0300|Diego Andres Eiman|fix: corregir error de useSearchParams con Suspense boundary
4ba9e12|2025-09-19 13:45:38 -0300|Diego Andres Eiman|fix: corregir APIs faltantes y problema de sesión en header
4b303ec|2025-09-19 13:39:22 -0300|Diego Andres Eiman|fix: convertir páginas de empresas y usuarios a Client Components
f7fec71|2025-09-19 13:29:53 -0300|Diego Andres Eiman|fix: corregir error de servidor y iconos grandes
c2cbb56|2025-09-19 13:24:18 -0300|Diego Andres Eiman|fix: corregir header y enlace 'Ver Usuarios'
7340eaa|2025-09-19 12:58:32 -0300|Diego Andres Eiman|fix: corregir errores críticos de APIs, navegación y UI
3f4271a|2025-09-19 12:39:51 -0300|Diego Andres Eiman|fix: crear paginas faltantes y corregir problemas de estilos
d13628e|2025-09-19 12:33:47 -0300|Diego Andres Eiman|feat: configurar base de datos Prisma real y crear usuarios
052e91a|2025-09-19 12:24:33 -0300|Diego Andres Eiman|fix: configurar SQLite local para desarrollo y testing
d17e97d|2025-09-19 12:17:51 -0300|Diego Andres Eiman|fix: restaurar PostgreSQL y corregir estilos de iconos
243235c|2025-09-19 12:11:47 -0300|Diego Andres Eiman|fix: configurar SQLite local y corregir autenticacion
37e8a76|2025-09-19 12:02:02 -0300|Diego Andres Eiman|fix: corregir tamaño de iconos SVG que se mostraban enormes
50535b0|2025-09-19 11:44:53 -0300|Diego Andres Eiman|feat: mejorar pantalla de login y corregir credenciales
5fcbc09|2025-09-19 11:35:35 -0300|Diego Andres Eiman|fix: corregir errores de configuración de NextAuth y página de error
51edbe2|2025-09-19 11:29:48 -0300|Diego Andres Eiman|feat: implementar sistema completo de remitos con multi-empresa
8a6093c|2025-09-19 00:12:13 -0300|Diego Andres Eiman|feat: aplicar estilo Hotmail clásico con diseño de correo electrónico
4f493e8|2025-09-19 00:03:19 -0300|Diego Andres Eiman|refactor: eliminar todos los estilos y dejar HTML crudo con Times New Roman
b82ff60|2025-09-18 23:42:12 -0300|Diego Andres Eiman|feat: rediseño completo con estética moderna similar a v0-postulador
8278f7a|2025-09-18 23:34:39 -0300|Diego Andres Eiman|fix: corregir header negro y formularios compactos
3b9a3fb|2025-09-18 23:31:40 -0300|Diego Andres Eiman|fix: corregir diseño UI para coincidir exactamente con captura
3c4f76e|2025-09-18 22:59:09 -0300|Diego Andres Eiman|feat: sistema de gestión funcional con persistencia local y UI moderna
72c42f6|2025-09-18 16:59:36 -0300|Diego Andres Eiman|Ajustar diseño para coincidir exactamente con captura de referencia
ddce19a|2025-09-18 16:54:39 -0300|Diego Andres Eiman|Fix: Corregir errores de React y imports faltantes
de6c6fd|2025-09-18 16:29:13 -0300|Diego Andres Eiman|Implementar interfaz moderna tipo SaaS con combobox buscable
7079431|2025-09-18 15:23:43 -0300|Diego Andres Eiman|Rediseño completo con estilo moderno tipo Vercel
4292fba|2025-09-18 15:11:42 -0300|Diego Andres Eiman|Mejorar anchos de campos: quitar w-full y aplicar anchos específicos
f09c09c|2025-09-18 14:42:54 -0300|Diego Andres Eiman|Rediseño completo de la interfaz con estilo moderno y atractivo
4d0d984|2025-09-18 14:00:32 -0300|Diego Andres Eiman|Mejoras significativas en look & feel y funcionalidades
649c1a1|2025-09-18 13:46:25 -0300|Diego Andres Eiman|Merge: Integrar sistema Next.js con versión anterior
79893ce|2025-09-18 13:45:40 -0300|Diego Andres Eiman|Sistema completo de gestión con Next.js
2aa8012|2025-09-18 13:35:27 -0300|Diego Andres Eiman|Initial commit from Create Next App
6a07554|2025-09-18 13:21:44 -0300|Diego Andres Eiman|Sistema completo de gestión de productos y remitos